ID,vehicle_ID,url,sortOrder
50000000-5000-5000-5000-500000000016,40000000-4000-4000-4000-400000000016,https://commons.wikimedia.org/wiki/Special:FilePath/Tesla_Model_3_Front_View.jpg,0
50000000-5000-5000-5000-500000000017,40000000-4000-4000-4000-400000000017,https://commons.wikimedia.org/wiki/Special:FilePath/2019_Mini_Cooper_S.jpg,0
50000000-5000-5000-5000-500000000018,40000000-4000-4000-4000-400000000018,https://commons.wikimedia.org/wiki/Special:FilePath/Ford_Focus_IV_front_20190922.jpg,0
50000000-5000-5000-5000-500000000019,40000000-4000-4000-4000-400000000019,https://commons.wikimedia.org/wiki/Special:FilePath/%C5%A0koda_Superb_III_combi.jpg,0
50000000-5000-5000-5000-500000000020,40000000-4000-4000-4000-400000000020,https://commons.wikimedia.org/wiki/Special:FilePath/BMW_M3_Competition_(G80)_1X7A0170.jpg,0
50000000-5000-5000-5000-500000000021,40000000-4000-4000-4000-400000000021,https://commons.wikimedia.org/wiki/Special:FilePath/Hyundai_Tucson_NX4.jpg,0
50000000-5000-5000-5000-500000000022,40000000-4000-4000-4000-400000000022,https://commons.wikimedia.org/wiki/Special:FilePath/Opel_Corsa_F.jpg,0
50000000-5000-5000-5000-500000000023,40000000-4000-4000-4000-400000000023,https://commons.wikimedia.org/wiki/Special:FilePath/2022_MY_Toyota_RAV4_Hybrid_facelift_XA50.jpg,0
50000000-5000-5000-5000-500000000024,40000000-4000-4000-4000-400000000024,https://commons.wikimedia.org/wiki/Special:FilePath/Ford_Kuga_PHEV_2020.jpg,0
50000000-5000-5000-5000-500000000025,40000000-4000-4000-4000-400000000025,https://commons.wikimedia.org/wiki/Special:FilePath/2022_Tesla_Model_Y_Long_Range_AWD.jpg,0
50000000-5000-5000-5000-500000000026,40000000-4000-4000-4000-400000000026,https://commons.wikimedia.org/wiki/Special:FilePath/Volkswagen_Polo_VI_(2021)_IMG_5700.jpg,0
50000000-5000-5000-5000-500000000027,40000000-4000-4000-4000-400000000027,https://commons.wikimedia.org/wiki/Special:FilePath/Kia_EV6_GT-Line.jpg,0
50000000-5000-5000-5000-500000000028,40000000-4000-4000-4000-400000000028,https://commons.wikimedia.org/wiki/Special:FilePath/Volvo_XC60_(2018).jpg,0
50000000-5000-5000-5000-500000000029,40000000-4000-4000-4000-400000000029,https://commons.wikimedia.org/wiki/Special:FilePath/BMW_118i_F40.jpg,0
50000000-5000-5000-5000-500000000030,40000000-4000-4000-4000-400000000030,https://commons.wikimedia.org/wiki/Special:FilePath/Mazda_CX-5_(KF)_2017.jpg,0
50000000-5000-5000-5000-500000000031,40000000-4000-4000-4000-400000000031,https://commons.wikimedia.org/wiki/Special:FilePath/Volkswagen_Golf_VIII_Facelift_IMG_8947.jpg,0
50000000-5000-5000-5000-500000000032,40000000-4000-4000-4000-400000000032,https://commons.wikimedia.org/wiki/Special:FilePath/BMW_G22_430i_M_Sport.jpg,0
50000000-5000-5000-5000-500000000033,40000000-4000-4000-4000-400000000033,https://commons.wikimedia.org/wiki/Special:FilePath/Volkswagen_Touareg_III.jpg,0
50000000-5000-5000-5000-500000000034,40000000-4000-4000-4000-400000000034,https://commons.wikimedia.org/wiki/Special:FilePath/Porsche_Cayenne_E3.jpg,0
50000000-5000-5000-5000-500000000035,40000000-4000-4000-4000-400000000035,https://commons.wikimedia.org/wiki/Special:FilePath/Porsche_Taycan_2022.jpg,0
50000000-5000-5000-5000-500000000036,40000000-4000-4000-4000-400000000036,https://commons.wikimedia.org/wiki/Special:FilePath/Audi_Q7_(4M)_facelift.jpg,0
50000000-5000-5000-5000-500000000037,40000000-4000-4000-4000-400000000037,https://commons.wikimedia.org/wiki/Special:FilePath/Mercedes-Benz_W223_IAA_2021_1X7A0206.jpg,0
50000000-5000-5000-5000-500000000038,40000000-4000-4000-4000-400000000038,https://commons.wikimedia.org/wiki/Special:FilePath/Mercedes-Benz_GLC_300_4MATIC.jpg,0
50000000-5000-5000-5000-500000000039,40000000-4000-4000-4000-400000000039,https://commons.wikimedia.org/wiki/Special:FilePath/Audi_A6_C8.jpg,0
50000000-5000-5000-5000-500000000040,40000000-4000-4000-4000-400000000040,https://commons.wikimedia.org/wiki/Special:FilePath/%C5%A0koda_Kodiaq_2021.jpg,0
50000000-5000-5000-5000-500000000041,40000000-4000-4000-4000-400000000041,https://commons.wikimedia.org/wiki/Special:FilePath/Volkswagen_ID.4_Pro.jpg,0
50000000-5000-5000-5000-500000000042,40000000-4000-4000-4000-400000000042,https://commons.wikimedia.org/wiki/Special:FilePath/Audi_Q5_FY_Facelift_IMG_4139.jpg,0
